,line,code,description,date,ADVANCE,SECOND,THIRD,CURRENT,adv_less_second,adv_less_third,adv_less_current,second_less_third,abs_adv_less_second,abs_adv_less_third,abs_second_less_third,abs_two_year,abs_current,abs_adv_less_current,abs_third_less_current,year,month,date_t
1666,45,A823RY2,  Federal,2004_Q1,0.67,0.62,0.57,0.2,0.05,0.1,0.47,0.05,0.05,0.1,0.05,0.1,0.2,0.47,0.37,2004,1,2004-01-01
1667,45,A823RY2,  Federal,2004_Q2,0.19,0.19,0.18,0.29,0.0,0.01,-0.1,0.01,0.0,0.01,0.01,0.06,0.29,0.1,0.11,2004,4,2004-04-01
1668,45,A823RY2,  Federal,2004_Q3,0.31,0.32,0.33,0.51,-0.01,-0.02,-0.2,-0.01,0.01,0.02,0.01,0.04,0.51,0.2,0.18,2004,7,2004-07-01
1669,45,A823RY2,  Federal,2004_Q4,0.11,0.12,0.09,-0.25,-0.01,0.02,0.36,0.03,0.01,0.02,0.03,0.04,0.25,0.36,0.34,2004,10,2004-10-01
1670,45,A823RY2,  Federal,2005_Q1,0.04,0.03,0.04,0.17,0.01,0.0,-0.13,-0.01,0.01,0.0,0.01,0.03,0.17,0.13,0.13,2005,1,2005-01-01
1671,45,A823RY2,  Federal,2005_Q2,0.09,0.11,0.17,0.06,-0.02,-0.08,0.03,-0.06,0.02,0.08,0.06,0.04,0.06,0.03,0.11,2005,4,2005-04-01
1672,45,A823RY2,  Federal,2005_Q3,0.53,0.56,0.52,0.53,-0.03,0.01,0.0,0.04,0.03,0.01,0.04,0.03,0.53,0.0,0.01,2005,7,2005-07-01
1673,45,A823RY2,  Federal,2005_Q4,-0.5,-0.18,-0.18,-0.43,-0.32,-0.32,-0.07,0.0,0.32,0.32,0.0,0.07,0.43,0.07,0.25,2005,10,2005-10-01
1674,45,A823RY2,  Federal,2006_Q1,0.73,0.71,0.72,0.71,0.02,0.01,0.02,-0.01,0.02,0.01,0.01,0.06,0.71,0.02,0.01,2006,1,2006-01-01
1675,45,A823RY2,  Federal,2006_Q2,-0.24,-0.31,-0.32,-0.04,0.07,0.08,-0.2,0.01,0.07,0.08,0.01,0.07,0.04,0.2,0.28,2006,4,2006-04-01
1676,45,A823RY2,  Federal,2006_Q3,0.12,0.1,0.09,0.01,0.02,0.03,0.11,0.01,0.02,0.03,0.01,0.07,0.01,0.11,0.08,2006,7,2006-07-01
1677,45,A823RY2,  Federal,2006_Q4,0.31,0.3,0.31,0.3,0.01,0.0,0.01,-0.01,0.01,0.0,0.01,0.07,0.3,0.01,0.01,2006,10,2006-10-01
1678,45,A823RY2,  Federal,2007_Q1,-0.21,-0.28,-0.28,-0.39,0.07,0.07,0.18,0.0,0.07,0.07,0.0,0.08,0.39,0.18,0.11,2007,1,2007-01-01
1679,45,A823RY2,  Federal,2007_Q2,0.47,0.41,0.41,0.46,0.06,0.06,0.01,0.0,0.06,0.06,0.0,0.07,0.46,0.01,0.05,2007,4,2007-04-01
1680,45,A823RY2,  Federal,2007_Q3,0.48,0.49,0.5,0.55,-0.01,-0.02,-0.07,-0.01,0.01,0.02,0.01,0.07,0.55,0.07,0.05,2007,7,2007-07-01
1681,45,A823RY2,  Federal,2007_Q4,0.02,0.06,0.04,0.16,-0.04,-0.02,-0.14,0.02,0.04,0.02,0.02,0.04,0.16,0.14,0.12,2007,10,2007-10-01
1682,45,A823RY2,  Federal,2008_Q1,0.32,0.31,0.3,0.47,0.01,0.02,-0.15,0.01,0.01,0.02,0.01,0.04,0.47,0.15,0.17,2008,1,2008-01-01
1683,45,A823RY2,  Federal,2008_Q2,0.48,0.49,0.47,0.56,-0.01,0.01,-0.08,0.02,0.01,0.01,0.02,0.03,0.56,0.08,0.09,2008,4,2008-04-01
1684,45,A823RY2,  Federal,2008_Q3,0.97,0.96,0.97,0.91,0.01,0.0,0.06,-0.01,0.01,0.0,0.01,0.03,0.91,0.06,0.06,2008,7,2008-07-01
1685,45,A823RY2,  Federal,2008_Q4,0.44,0.5,0.52,0.56,-0.06,-0.08,-0.12,-0.02,0.06,0.08,0.02,0.04,0.56,0.12,0.04,2008,10,2008-10-01
1686,45,A823RY2,  Federal,2009_Q1,-0.32,-0.34,-0.35,-0.24,0.02,0.03,-0.08,0.01,0.02,0.03,0.01,0.03,0.24,0.08,0.11,2009,1,2009-01-01
1911,50,A823RY2,  Federal,2009_Q2,0.82,0.82,0.85,1.09,0.0,-0.03,-0.27,-0.03,0.0,0.03,0.03,0.03,1.09,0.27,0.24,2009,4,2009-04-01
1912,50,A823RY2,  Federal,2009_Q3,0.62,0.65,0.62,0.47,-0.03,0.0,0.15,0.03,0.03,0.0,0.03,0.02,0.47,0.15,0.15,2009,7,2009-07-01
1913,50,A823RY2,  Federal,2009_Q4,0.02,0.02,0.01,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.02,0.02,0.0,0.01,2009,10,2009-10-01
1914,50,A823RY2,  Federal,2010_Q1,0.11,0.1,0.1,0.32,0.01,0.01,-0.21,0.0,0.01,0.01,0.0,0.02,0.32,0.21,0.22,2010,1,2010-01-01
1915,50,A823RY2,  Federal,2010_Q2,0.72,0.72,0.72,0.71,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.71,0.01,0.01,2010,4,2010-04-01
1916,50,A823RY2,  Federal,2010_Q3,0.71,0.71,0.71,0.32,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.02,0.32,0.39,0.39,2010,7,2010-07-01
1917,50,A823RY2,  Federal,2010_Q4,-0.01,-0.02,-0.02,-0.23,0.01,0.01,0.22,0.0,0.01,0.01,0.0,0.01,0.23,0.22,0.21,2010,10,2010-10-01
1918,50,A823RY2,  Federal,2011_Q1,-0.68,-0.68,-0.69,-0.95,0.0,0.01,0.27,0.01,0.0,0.01,0.01,0.01,0.95,0.27,0.26,2011,1,2011-01-01
1919,50,A823RY2,  Federal,2011_Q2,0.18,0.16,0.16,0.14,0.02,0.02,0.04,0.0,0.02,0.02,0.0,0.01,0.14,0.04,0.02,2011,4,2011-04-01
1920,50,A823RY2,  Federal,2011_Q3,0.16,0.15,0.17,-0.35,0.01,-0.01,0.51,-0.02,0.01,0.01,0.02,0.01,0.35,0.51,0.52,2011,7,2011-07-01
1921,50,A823RY2,  Federal,2011_Q4,-0.62,-0.58,-0.58,-0.21,-0.04,-0.04,-0.41,0.0,0.04,0.04,0.0,0.01,0.21,0.41,0.37,2011,10,2011-10-01
1922,50,A823RY2,  Federal,2012_Q1,-0.46,-0.48,-0.48,-0.03,0.02,0.02,-0.43,0.0,0.02,0.02,0.0,0.01,0.03,0.43,0.45,2012,1,2012-01-01
1923,50,A823RY2,  Federal,2012_Q2,-0.03,-0.01,-0.02,-0.24,-0.02,-0.01,0.21,0.01,0.02,0.01,0.01,0.02,0.24,0.21,0.22,2012,4,2012-04-01
1924,50,A823RY2,  Federal,2012_Q3,0.72,0.71,0.71,0.04,0.01,0.01,0.68,0.0,0.01,0.01,0.0,0.02,0.04,0.68,0.67,2012,7,2012-07-01
1925,50,A823RY2,  Federal,2012_Q4,-1.25,-1.23,-1.23,-0.45,-0.02,-0.02,-0.8,0.0,0.02,0.02,0.0,0.02,0.45,0.8,0.78,2012,10,2012-10-01
1926,50,A823RY2,  Federal,2013_Q1,-0.65,-0.68,-0.68,-0.75,0.03,0.03,0.1,0.0,0.03,0.03,0.0,0.02,0.75,0.1,0.07,2013,1,2013-01-01
2039,53,A823RY2,  Federal,2013_Q2,-0.12,-0.12,-0.12,-0.43,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.02,0.43,0.31,0.31,2013,4,2013-04-01
2040,53,A823RY2,  Federal,2013_Q3,-0.13,-0.1,-0.11,-0.44,-0.03,-0.02,0.31,0.01,0.03,0.02,0.01,0.02,0.44,0.31,0.33,2013,7,2013-07-01
2041,53,A823RY2,  Federal,2013_Q4,-0.98,-1.0,-1.0,-0.49,0.02,0.02,-0.49,0.0,0.02,0.02,0.0,0.02,0.49,0.49,0.51,2013,10,2013-10-01
2042,53,A823RY2,  Federal,2014_Q1,0.05,0.05,0.05,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.03,2014,1,2014-01-01
2043,53,A823RY2,  Federal,2014_Q2,-0.05,-0.06,-0.06,-0.08,0.01,0.01,0.03,0.0,0.01,0.01,0.0,0.01,0.08,0.03,0.02,2014,4,2014-04-01
2044,53,A823RY2,  Federal,2014_Q3,0.67,0.67,0.68,0.26,0.0,-0.01,0.41,-0.01,0.0,0.01,0.01,0.01,0.26,0.41,0.42,2014,7,2014-07-01
2045,53,A823RY2,  Federal,2014_Q4,-0.54,-0.54,-0.53,-0.41,0.0,-0.01,-0.13,-0.01,0.0,0.01,0.01,0.01,0.41,0.13,0.12,2014,10,2014-10-01
2046,53,A823RY2,  Federal,2015_Q1,0.02,0.01,0.0,0.08,0.01,0.02,-0.06,0.01,0.01,0.02,0.01,0.01,0.08,0.06,0.08,2015,1,2015-01-01
2047,53,A823RY2,  Federal,2015_Q2,-0.08,0.0,0.0,0.0,-0.08,-0.08,-0.08,0.0,0.08,0.08,0.0,0.02,0.0,0.08,0.0,2015,4,2015-04-01
2048,53,A823RY2,  Federal,2015_Q3,0.02,0.01,0.02,0.02,0.01,0.0,0.0,-0.01,0.01,0.0,0.01,0.02,0.02,0.0,0.0,2015,7,2015-07-01
2049,53,A823RY2,  Federal,2015_Q4,0.18,0.15,0.15,0.15,0.03,0.03,0.03,0.0,0.03,0.03,0.0,0.02,0.15,0.03,0.0,2015,10,2015-10-01
