,line,code,description,date,ADVANCE,SECOND,THIRD,CURRENT,adv_less_second,adv_less_third,adv_less_current,second_less_third,abs_adv_less_second,abs_adv_less_third,abs_second_less_third,abs_two_year,abs_current,abs_adv_less_current,abs_third_less_current,year,month,date_t
1388,39,Y006RY2,        Research and development \5\,2013_Q2,0.07,-0.02,0.04,0.01,0.09,0.03,0.06,-0.06,0.09,0.03,0.06,0.03,0.01,0.06,0.03,2013,4,2013-04-01
1389,39,Y006RY2,        Research and development \5\,2013_Q3,0.04,0.04,0.08,0.06,0.0,-0.04,-0.02,-0.04,0.0,0.04,0.04,0.04,0.06,0.02,0.02,2013,7,2013-07-01
1390,39,Y006RY2,        Research and development \5\,2013_Q4,0.06,0.01,0.09,0.03,0.05,-0.03,0.03,-0.08,0.05,0.03,0.08,0.03,0.03,0.03,0.06,2013,10,2013-10-01
1391,39,Y006RY2,        Research and development \5\,2014_Q1,0.02,0.17,0.2,0.14,-0.15,-0.18,-0.12,-0.03,0.15,0.18,0.03,0.07,0.14,0.12,0.06,2014,1,2014-01-01
1392,39,Y006RY2,        Research and development \5\,2014_Q2,0.07,0.09,0.13,0.04,-0.02,-0.06,0.03,-0.04,0.02,0.06,0.04,0.07,0.04,0.03,0.09,2014,4,2014-04-01
1393,39,Y006RY2,        Research and development \5\,2014_Q3,0.07,0.15,0.17,0.07,-0.08,-0.1,0.0,-0.02,0.08,0.1,0.02,0.07,0.07,0.0,0.1,2014,7,2014-07-01
1394,39,Y006RY2,        Research and development \5\,2014_Q4,0.1,0.23,0.28,0.15,-0.13,-0.18,-0.05,-0.05,0.13,0.18,0.05,0.09,0.15,0.05,0.13,2014,10,2014-10-01
1395,39,Y006RY2,        Research and development \5\,2015_Q1,0.21,0.02,0.05,0.12,0.19,0.16,0.09,-0.03,0.19,0.16,0.03,0.1,0.12,0.09,0.07,2015,1,2015-01-01
1396,39,Y006RY2,        Research and development \5\,2015_Q2,0.09,0.21,0.21,0.21,-0.12,-0.12,-0.12,0.0,0.12,0.12,0.0,0.11,0.21,0.12,0.0,2015,4,2015-04-01
1397,39,Y006RY2,        Research and development \5\,2015_Q3,0.05,-0.05,-0.03,-0.03,0.1,0.08,0.08,-0.02,0.1,0.08,0.02,0.11,0.03,0.08,0.0,2015,7,2015-07-01
1398,39,Y006RY2,        Research and development \5\,2015_Q4,0.04,0.03,-0.03,-0.03,0.01,0.07,0.07,0.06,0.01,0.07,0.06,0.12,0.03,0.07,0.0,2015,10,2015-10-01
