,bea_code,category,description,date,ADVANCE,THIRD,abs_third_simple,abs_third,third_less_adv,abs_third_less_adv_simple,abs_third_less_adv,line,year,month,date_t
8307,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2004_Q1,-0.01,-0.15,0.15,0.15,-0.14,0.14,0.14,35.0,2004,1,2004-01-01
8308,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2004_Q2,0.11,0.28,0.28,0.28,0.17,0.17,0.17,35.0,2004,4,2004-04-01
8309,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2004_Q3,0.3,0.41,0.41,0.41,0.11,0.11,0.11,35.0,2004,7,2004-07-01
8310,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2004_Q4,0.24,0.46,0.46,0.46,0.22,0.22,0.22,35.0,2004,10,2004-10-01
8311,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2005_Q1,-0.31,-0.24,0.24,0.24,0.07,0.07,0.07,35.0,2005,1,2005-01-01
8312,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2005_Q2,0.48,0.33,0.33,0.33,-0.15,0.15,0.15,35.0,2005,4,2005-04-01
8313,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2005_Q3,0.0,0.18,0.18,0.18,0.18,0.18,0.18,35.0,2005,7,2005-07-01
8314,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2005_Q4,-0.27,-0.19,0.19,0.19,0.08,0.08,0.08,35.0,2005,10,2005-10-01
8315,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2006_Q1,0.47,0.38,0.38,0.38,-0.09,0.09,0.09,35.0,2006,1,2006-01-01
8316,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2006_Q2,-0.3,-0.32,0.32,0.32,-0.02,0.02,0.02,35.0,2006,4,2006-04-01
8317,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2006_Q3,0.11,0.15,0.15,0.15,0.04,0.04,0.04,35.0,2006,7,2006-07-01
8318,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2006_Q4,-0.15,-0.22,0.22,0.22,-0.07,0.07,0.07,35.0,2006,10,2006-10-01
8319,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2007_Q1,-0.17,-0.13,0.13,0.13,0.04,0.04,0.04,35.0,2007,1,2007-01-01
8320,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2007_Q2,-0.41,-0.32,0.32,0.32,0.09,0.09,0.09,35.0,2007,4,2007-04-01
8321,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2007_Q3,0.05,0.03,0.03,0.03,-0.02,0.02,0.02,35.0,2007,7,2007-07-01
8322,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2007_Q4,-0.13,-0.19,0.19,0.19,-0.06,0.06,0.06,35.0,2007,10,2007-10-01
8323,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2008_Q1,-0.23,-0.16,0.16,0.16,0.07,0.07,0.07,35.0,2008,1,2008-01-01
8324,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2008_Q2,-0.6,-0.58,0.58,0.58,0.02,0.02,0.02,35.0,2008,4,2008-04-01
8325,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2008_Q3,-0.55,-0.47,0.47,0.47,0.08,0.08,0.08,35.0,2008,7,2008-07-01
8326,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2008_Q4,-0.88,-0.75,0.75,0.75,0.13,0.13,0.13,35.0,2008,10,2008-10-01
8327,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2009_Q1,-0.65,-0.66,0.66,0.66,-0.01,0.01,0.01,35.0,2009,1,2009-01-01
8328,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2009_Q2,0.14,0.09,0.09,0.09,-0.05,0.05,0.05,35.0,2009,4,2009-04-01
8329,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2009_Q3,0.05,0.1,0.1,0.1,0.05,0.05,0.05,35.0,2009,7,2009-07-01
8330,A681RY2,Transportation equipment - A681RY2,Transportation equipment,2009_Q4,0.31,0.31,0.31,0.31,0.0,0.0,0.0,35.0,2009,10,2009-10-01
