,line,code,description,date,ADVANCE,SECOND,THIRD,CURRENT,adv_less_second,adv_less_third,adv_less_current,second_less_third,abs_adv_less_second,abs_adv_less_third,abs_second_less_third,abs_two_year,abs_current,abs_adv_less_current,abs_third_less_current,year,month,date_t
951,30,A680RY2,        Industrial equipment,2004_Q1,0.07,0.09,0.07,-0.18,-0.02,0.0,0.25,0.02,0.02,0.0,0.02,0.0,0.18,0.25,0.25,2004,1,2004-01-01
952,30,A680RY2,        Industrial equipment,2004_Q2,-0.02,0.03,0.03,0.11,-0.05,-0.05,-0.13,0.0,0.05,0.05,0.0,0.02,0.11,0.13,0.08,2004,4,2004-04-01
953,30,A680RY2,        Industrial equipment,2004_Q3,0.34,0.31,0.31,0.15,0.03,0.03,0.19,0.0,0.03,0.03,0.0,0.03,0.15,0.19,0.16,2004,7,2004-07-01
954,30,A680RY2,        Industrial equipment,2004_Q4,0.08,0.09,0.1,0.1,-0.01,-0.02,-0.02,-0.01,0.01,0.02,0.01,0.02,0.1,0.02,0.0,2004,10,2004-10-01
955,30,A680RY2,        Industrial equipment,2005_Q1,0.04,0.05,0.05,0.11,-0.01,-0.01,-0.07,0.0,0.01,0.01,0.0,0.02,0.11,0.07,0.06,2005,1,2005-01-01
956,30,A680RY2,        Industrial equipment,2005_Q2,-0.28,-0.28,-0.27,-0.05,0.0,-0.01,-0.23,-0.01,0.0,0.01,0.01,0.02,0.05,0.23,0.22,2005,4,2005-04-01
957,30,A680RY2,        Industrial equipment,2005_Q3,0.24,0.2,0.2,0.21,0.04,0.04,0.03,0.0,0.04,0.04,0.0,0.02,0.21,0.03,0.01,2005,7,2005-07-01
958,30,A680RY2,        Industrial equipment,2005_Q4,0.13,0.17,0.16,0.2,-0.04,-0.03,-0.07,0.01,0.04,0.03,0.01,0.02,0.2,0.07,0.04,2005,10,2005-10-01
959,30,A680RY2,        Industrial equipment,2006_Q1,0.12,-0.04,-0.04,-0.05,0.16,0.16,0.17,0.0,0.16,0.16,0.0,0.04,0.05,0.17,0.01,2006,1,2006-01-01
960,30,A680RY2,        Industrial equipment,2006_Q2,0.19,0.16,0.16,0.31,0.03,0.03,-0.12,0.0,0.03,0.03,0.0,0.04,0.31,0.12,0.15,2006,4,2006-04-01
961,30,A680RY2,        Industrial equipment,2006_Q3,0.04,0.0,0.0,-0.04,0.04,0.04,0.08,0.0,0.04,0.04,0.0,0.04,0.04,0.08,0.04,2006,7,2006-07-01
962,30,A680RY2,        Industrial equipment,2006_Q4,-0.05,-0.07,-0.07,0.01,0.02,0.02,-0.06,0.0,0.02,0.02,0.0,0.04,0.01,0.06,0.08,2006,10,2006-10-01
963,30,A680RY2,        Industrial equipment,2007_Q1,0.02,-0.04,-0.04,-0.11,0.06,0.06,0.13,0.0,0.06,0.06,0.0,0.05,0.11,0.13,0.07,2007,1,2007-01-01
