,line,code,description,date,ADVANCE,SECOND,THIRD,CURRENT,adv_less_second,adv_less_third,adv_less_current,second_less_third,abs_adv_less_second,abs_adv_less_third,abs_second_less_third,abs_two_year,abs_current,abs_adv_less_current,abs_third_less_current,year,month,date_t
964,30,A680RY2,        Industrial equipment,2007_Q2,0.21,0.19,0.19,0.33,0.02,0.02,-0.12,0.0,0.02,0.02,0.0,0.05,0.33,0.12,0.14,2007,4,2007-04-01
965,30,A680RY2,        Industrial equipment,2007_Q3,0.1,0.1,0.1,0.02,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.02,0.08,0.08,2007,7,2007-07-01
966,30,A680RY2,        Industrial equipment,2007_Q4,-0.18,-0.17,-0.18,-0.28,-0.01,0.0,0.1,0.01,0.01,0.0,0.01,0.04,0.28,0.1,0.1,2007,10,2007-10-01
967,30,A680RY2,        Industrial equipment,2008_Q1,0.13,0.04,0.04,-0.02,0.09,0.09,0.15,0.0,0.09,0.09,0.0,0.03,0.02,0.15,0.06,2008,1,2008-01-01
968,30,A680RY2,        Industrial equipment,2008_Q2,0.08,-0.04,-0.05,-0.05,0.12,0.13,0.13,0.01,0.12,0.13,0.01,0.04,0.05,0.13,0.0,2008,4,2008-04-01
969,30,A680RY2,        Industrial equipment,2008_Q3,-0.14,-0.12,-0.12,-0.1,-0.02,-0.02,-0.04,0.0,0.02,0.02,0.0,0.04,0.1,0.04,0.02,2008,7,2008-07-01
970,30,A680RY2,        Industrial equipment,2008_Q4,-0.22,-0.21,-0.19,-0.25,-0.01,-0.03,0.03,-0.02,0.01,0.03,0.02,0.04,0.25,0.03,0.06,2008,10,2008-10-01
971,30,A680RY2,        Industrial equipment,2009_Q1,-0.7,-0.72,-0.72,-0.67,0.02,0.02,-0.03,0.0,0.02,0.02,0.0,0.04,0.67,0.03,0.05,2009,1,2009-01-01
1159,35,A680RY2,        Industrial equipment,2009_Q2,-0.18,-0.18,-0.18,-0.23,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.23,0.05,0.05,2009,4,2009-04-01
1160,35,A680RY2,        Industrial equipment,2009_Q3,-0.13,-0.16,-0.15,-0.11,0.03,0.02,-0.02,-0.01,0.03,0.02,0.01,0.04,0.11,0.02,0.04,2009,7,2009-07-01
1161,35,A680RY2,        Industrial equipment,2009_Q4,-0.04,-0.07,-0.07,-0.06,0.03,0.03,0.02,0.0,0.03,0.03,0.0,0.04,0.06,0.02,0.01,2009,10,2009-10-01
1162,35,A680RY2,        Industrial equipment,2010_Q1,0.0,0.01,0.01,-0.09,-0.01,-0.01,0.09,0.0,0.01,0.01,0.0,0.03,0.09,0.09,0.1,2010,1,2010-01-01
1163,35,A680RY2,        Industrial equipment,2010_Q2,0.44,0.39,0.39,0.22,0.05,0.05,0.22,0.0,0.05,0.05,0.0,0.02,0.22,0.22,0.17,2010,4,2010-04-01
1164,35,A680RY2,        Industrial equipment,2010_Q3,0.08,0.08,0.07,0.04,0.0,0.01,0.04,0.01,0.0,0.01,0.01,0.02,0.04,0.04,0.03,2010,7,2010-07-01
1165,35,A680RY2,        Industrial equipment,2010_Q4,0.13,0.12,0.11,0.14,0.01,0.02,-0.01,0.01,0.01,0.02,0.01,0.02,0.14,0.01,0.03,2010,10,2010-10-01
1166,35,A680RY2,        Industrial equipment,2011_Q1,0.16,0.16,0.15,0.36,0.0,0.01,-0.2,0.01,0.0,0.01,0.01,0.02,0.36,0.2,0.21,2011,1,2011-01-01
1167,35,A680RY2,        Industrial equipment,2011_Q2,-0.12,-0.02,-0.01,0.06,-0.1,-0.11,-0.18,-0.01,0.1,0.11,0.01,0.03,0.06,0.18,0.07,2011,4,2011-04-01
1168,35,A680RY2,        Industrial equipment,2011_Q3,0.37,0.35,0.36,0.38,0.02,0.01,-0.01,-0.01,0.02,0.01,0.01,0.03,0.38,0.01,0.02,2011,7,2011-07-01
1169,35,A680RY2,        Industrial equipment,2011_Q4,0.25,0.22,0.22,0.29,0.03,0.03,-0.04,0.0,0.03,0.03,0.0,0.03,0.29,0.04,0.07,2011,10,2011-10-01
1170,35,A680RY2,        Industrial equipment,2012_Q1,-0.17,-0.22,-0.22,-0.05,0.05,0.05,-0.12,0.0,0.05,0.05,0.0,0.04,0.05,0.12,0.17,2012,1,2012-01-01
1171,35,A680RY2,        Industrial equipment,2012_Q2,0.19,0.16,0.16,0.16,0.03,0.03,0.03,0.0,0.03,0.03,0.0,0.03,0.16,0.03,0.0,2012,4,2012-04-01
1172,35,A680RY2,        Industrial equipment,2012_Q3,0.0,0.0,0.0,-0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.03,0.14,0.14,0.14,2012,7,2012-07-01
1173,35,A680RY2,        Industrial equipment,2012_Q4,0.1,0.12,0.12,0.11,-0.02,-0.02,-0.01,0.0,0.02,0.02,0.0,0.03,0.11,0.01,0.01,2012,10,2012-10-01
1174,35,A680RY2,        Industrial equipment,2013_Q1,-0.01,-0.03,-0.02,-0.08,0.02,0.01,0.07,-0.01,0.02,0.01,0.01,0.03,0.08,0.07,0.06,2013,1,2013-01-01
1132,34,A680RY2,        Industrial equipment,2013_Q2,0.0,-0.01,-0.01,-0.12,0.01,0.01,0.12,0.0,0.01,0.01,0.0,0.04,0.12,0.12,0.11,2013,4,2013-04-01
1133,34,A680RY2,        Industrial equipment,2013_Q3,0.2,0.17,0.18,0.02,0.03,0.02,0.18,-0.01,0.03,0.02,0.01,0.04,0.02,0.18,0.16,2013,7,2013-07-01
1134,34,A680RY2,        Industrial equipment,2013_Q4,-0.05,-0.06,-0.04,-0.07,0.01,-0.01,0.02,-0.02,0.01,0.01,0.02,0.04,0.07,0.02,0.03,2013,10,2013-10-01
1135,34,A680RY2,        Industrial equipment,2014_Q1,0.12,0.16,0.16,0.25,-0.04,-0.04,-0.13,0.0,0.04,0.04,0.0,0.03,0.25,0.13,0.09,2014,1,2014-01-01
1136,34,A680RY2,        Industrial equipment,2014_Q2,0.24,0.32,0.32,0.18,-0.08,-0.08,0.06,0.0,0.08,0.08,0.0,0.03,0.18,0.06,0.14,2014,4,2014-04-01
1137,34,A680RY2,        Industrial equipment,2014_Q3,0.31,0.36,0.35,0.11,-0.05,-0.04,0.2,0.01,0.05,0.04,0.01,0.03,0.11,0.2,0.24,2014,7,2014-07-01
1138,34,A680RY2,        Industrial equipment,2014_Q4,-0.19,-0.23,-0.24,-0.07,0.04,0.05,-0.12,0.01,0.04,0.05,0.01,0.03,0.07,0.12,0.17,2014,10,2014-10-01
1139,34,A680RY2,        Industrial equipment,2015_Q1,-0.11,0.01,0.01,-0.02,-0.12,-0.12,-0.09,0.0,0.12,0.12,0.0,0.05,0.02,0.09,0.03,2015,1,2015-01-01
1140,34,A680RY2,        Industrial equipment,2015_Q2,0.23,0.26,0.26,0.26,-0.03,-0.03,-0.03,0.0,0.03,0.03,0.0,0.05,0.26,0.03,0.0,2015,4,2015-04-01
1141,34,A680RY2,        Industrial equipment,2015_Q3,-0.06,-0.06,-0.05,-0.05,0.0,-0.01,-0.01,-0.01,0.0,0.01,0.01,0.05,0.05,0.01,0.0,2015,7,2015-07-01
1142,34,A680RY2,        Industrial equipment,2015_Q4,0.1,0.14,0.14,0.14,-0.04,-0.04,-0.04,0.0,0.04,0.04,0.0,0.05,0.14,0.04,0.0,2015,10,2015-10-01
